PlaceID,Name,Address,Suburb,Postcode,Municipality,HeritagePlaceStatus
1976,Cottage,3 SLOANE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1977,Cottage,6 SLOANE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1978,Cottage,8 SLOANE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1979,Cottage,12 SLOANE ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1982,Conjoined Cottage,5 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1983,Conjoined Cottage,7 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1984,Shop and Residence,9 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1985,Cottage,11 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1986,Cottage,13 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1987,Cottage,15 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1988,Cottage,17 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1989,Conjoined Cottage,19-21 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1990,Conjoined Cottage,19-21 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1991,Cottage,23 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1992,Conjoined Cottage,UNIT 1 25-27 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1993,Conjoined Cottage,UNIT 2 25-27 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1994,Conjoined Cottage,33 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1995,Conjoined Cottage,35 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1996,Conjoined Cottage,39 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1997,Conjoined Cottage,41 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1998,Conjoined Cottage,12 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
1999,Conjoined Cottage,14 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2000,Cottage with stable at the rear,16 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2001,Conjoined Cottage,22 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2002,Conjoined Cottage (24 South Street),UNIT 1 24-26 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2003,Conjoined Cottage (26 South Street),UNIT 2 24-26 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2004,Cottage,38 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2005,Residence and former Shop,3 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2006,Timber Cottage,30 SOUTH ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2007,Conjoined Cottage,27-31 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2008,Conjoined Cottage,27-31 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2009,Conjoined Cottage,27-31 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2010,House,20 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2011,House,22 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2012,St David's Cottage,19 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2013,House,45 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2014,Cottage,4 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2015,Cottage,6 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2016,Cottage,8 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2017,Cottage,10 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2018,Cottage,12 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2019,House,16A ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2020,Cottage,11 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2023,House,33 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2024,House,35 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2025,House,39-39A ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2026,House,34 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2027,Cottage / Shop,36 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2028,House,50 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2029,Conjoined House,56 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2030,Conjoined House,58 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2031,Conjoined Houses,60 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2032,Conjoined House,62 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2033,Cottage,1 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2034,House,3 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2035,Cottage,5 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2036,Cottage,7 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2037,Cottage,9 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2038,Cottage,21 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2039,Cottage,25 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2040,Cottage,38 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2041,House,40 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2042,Conjoined House,52 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2043,Conjoined House,54 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2044,House,UNIT 1 59 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2045,Lloydville,24-26 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2046,Cottage,46 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2047,House,61 ST GEORGES TCE,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2049,Shipwrights Arms Hotel (incl. cottagerat rear),29 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2050,Cottage,16 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2051,Cottage,18 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2052,Cottage,5 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2053,Conjoined House,10 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2054,House,12 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2055,Barley Mow,11 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2056,Conjoined House,18 WASHINGTON ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
2057,Cottage,15-17 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2058,Conjoined Cottage,15-17 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2059,Hariette Cottage,19 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2060,House,30 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2061,Cottage,8 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2062,Cottage,3 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2063,Cottage,16 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2064,House,12 WATERLOO CRES,BATTERY POINT,7004,Hobart City Council,Permanently Registered
2069,Selborne,100 KING ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
2070,Lasswade,3 LASSWADE AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
2071,Roscommon,38 PARLIAMENT ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
2072,House,25 PROCTORS RD,DYNNYRNE,7005,Hobart City Council,Permanently Registered
2073,House,34 VIEW ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
2075,St Raphael's Anglican Church,725 HUON RD,FERN TREE,7054,Hobart City Council,Permanently Registered
2077,Domain House (Former High Schoolr/ University of Tasmania),71 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2079,Cottage,5 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
2080,Phyllisdene,7 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
2081,House,11 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
2082,Maffra,12 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
2084,House,15 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
2085,House,16 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
2086,House,1 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2087,House,3 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2088,House,5 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2089,Former Officer College,4 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2090,Lineada,18 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2091,Otarama,22 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2092,House,9 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2093,House,11 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2094,Eddystone,15 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2095,House,17 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
2096,Chatsworth Terraces,103 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2097,Former Trinity Rectory,149 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2098,Former Christ College Hostel,12 SHOOBRIDGE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2100,Verona,83 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2101,House,7 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2102,House,2 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2103,Terrace House,4 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2104,House,18 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2105,Cottage,10 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2106,Cottage,14 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2107,Cottage,16 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2108,Cottage,20 DAVENPORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2109,Rochebank,1 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
2110,Ardishail,UNIT 1 5-7 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
2111,House,11 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
2112,Philip Smith Education Centre,2 EDWARD ST,GLEBE,7000,Hobart City Council,Permanently Registered
2114,Lavve,9 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2115,Corinda,17 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2116,Laureston,10 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2117,House,16 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2118,Cottage,18 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2119,Addlestone,20 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2120,House,1 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2121,Matlock,19 GLEBE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2122,Cottage,1 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2123,Cottage,3 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2124,Cottage,5 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2125,House,7 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2126,House,11 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2127,House,15 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2128,House,21 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2130,Terraced House,25 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2131,Terraced House,27 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2132,House,29 LILLIE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2133,Terrace House,3 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2134,Bella Vista,5 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2135,House,7 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2136,House,9 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2138,House,4 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2139,House,6 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2140,Conjoined House,16 SCOTT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2141,Terraced Houses,3 SERVICE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2142,Cottage,125 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2143,House,1 SHOOBRIDGE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2144,House,9A SHOOBRIDGE ST,GLEBE,7000,Hobart City Council,Permanently Registered
2145,House,1 SHORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2146,House,5 SHORT ST,GLEBE,7000,Hobart City Council,Permanently Registered
2147,Conjoined House,4 ANTILL ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
2149,Temple House / Solomon House,43 LIVERPOOL ST,HOBART,7000,Hobart City Council,Permanently Registered
2150,Synagogue,59 ARGYLE ST,HOBART,7000,Hobart City Council,Permanently Registered
2151,Hobart Fire Station,77-79 ARGYLE ST,HOBART,7000,Hobart City Council,Permanently Registered
2152,Commercial Retail Building,123 ARGYLE ST,HOBART,7000,Hobart City Council,Permanently Registered
2153,Commercial Retail,151-153 ARGYLE ST,HOBART,7000,Hobart City Council,Permanently Registered
2154,Shop,10-14 DAVEY ST,HOBART,7000,Hobart City Council,Permanently Registered
2155,Chatsworth Terraces,111 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2156,Carnegie Building / Former PublicrLibrary,50 MACQUARIE ST,HOBART,7000,Hobart City Council,Permanently Registered
2157,Town House,128-142 ARGYLE ST,HOBART,7000,Hobart City Council,Permanently Registered
2159,Former Carlton Club Hotel,50 LIVERPOOL ST,HOBART,7000,Hobart City Council,Permanently Registered
2160,House,1 BARRACK ST,HOBART,7000,Hobart City Council,Permanently Registered
2161,Cottages,5-7 BARRACK ST,HOBART,7000,Hobart City Council,Permanently Registered
2163,Bohemia,131 BATHURST ST,HOBART,7000,Hobart City Council,Permanently Registered
2164,Shop,4 BARRACK ST,HOBART,7000,Hobart City Council,Permanently Registered
2165,Former Saracen's Head,12 BARRACK ST,HOBART,7000,Hobart City Council,Permanently Registered
2167,Commercial Building,121-123 BATHURST ST,HOBART,7000,Hobart City Council,Permanently Registered
2168,House,UNIT 1 129 BATHURST ST,HOBART,7000,Hobart City Council,Permanently Registered
2169,Former Hobart Technical Colleger(Cruikshank Building),28 BATHURST ST,HOBART,7000,Hobart City Council,Permanently Registered
2170,Commercial/ Warehouse Building,18-36 CRITERION ST,HOBART,7000,Hobart City Council,Permanently Registered
2171,Playhouse Theatre / Former UnionrChapel,106 BATHURST ST,HOBART,7000,Hobart City Council,Permanently Registered
2172,Commercial Retail,115-115B ELIZABETH ST,HOBART,7000,Hobart City Council,Permanently Registered
2174,House (originally an outbuilding),221-223 COLLINS ST,HOBART,7000,Hobart City Council,Permanently Registered
2175,Brisbane Hotel,3 BRISBANE ST,HOBART,7000,Hobart City Council,Permanently Registered
2177,House,19 BRISBANE ST,HOBART,7000,Hobart City Council,Permanently Registered
2178,Commercial Retail,21-23 BRISBANE ST,HOBART,7000,Hobart City Council,Permanently Registered
2180,Conjoined Houses,27 BRISBANE ST,HOBART,7000,Hobart City Council,Permanently Registered
2181,Shop,29 BRISBANE ST,HOBART,7000,Hobart City Council,Permanently Registered
2182,Sydney Lodge,65 BRISBANE ST,HOBART,7000,Hobart City Council,Permanently Registered
2186,Former Mill (Gibson's),8 BROOKE ST,HOBART,7000,Hobart City Council,Permanently Registered
2187,Former Hobart Railway Station,1-7 LIVERPOOL ST,HOBART,7000,Hobart City Council,Permanently Registered
2188,House,60 BURNETT ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
2189,Chatsworth Terraces,105 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
2190,Former St David's Mission Church,7 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2191,Theatre Royal,29 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2192,Hollydene,15-17 LIVERPOOL ST,HOBART,7000,Hobart City Council,Permanently Registered
2193,Royal Exchange Hotel,57 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2194,Waverley Terrace,93-97 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2195,Ashburton,99 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2196,Former Cottage,101 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2197,Conjoined House,145 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2198,Campbell Terrace,157 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2200,Town House,UNIT 4 165 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2201,Amalfi,169-173 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
2202,Town House,181-189 CAMPBELL ST,HOBART,7000,Hobart City Council,Permanently Registered
